,name,dataset,algorithm,accuracy,time,time-per-pattern,clique-precision,clique-recall,bipartite core-precision,bipartite core-recall,star-precision,star-recall,chain-precision,chain-recall,none-precision,none-recall
279,4-1662000612817,synthetic-1-87-3,LeafOrder-δI,0.8771929824561403,17767,5922.333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
280,8-1662009390411,synthetic-1-87-3,LeafOrder-δI,0.7368421052631579,22731,11365.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
281,7-1662008650057,synthetic-1-87-3,LeafOrder-δI,0.49122807017543857,52378,17459.333333333332,0.7777777777777778,1.0,0.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0
282,12-1662090291751,synthetic-1-87-3,LeafOrder-δI,0.8771929824561403,33191,6638.2,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0
283,13-1662121289542,synthetic-1-87-3,LeafOrder-δI,0.8070175438596491,52146,13036.5,1.0,0.9,1.0,1.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.0
284,14-1662122943293,synthetic-1-87-3,LeafOrder-δI,0.8596491228070176,29490,9830.0,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0.0,0.0,0.0
285,1-1661934866373,synthetic-3-94-3,LeafOrder-δI,1.0,11115,2778.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
286,3-1661999533002,synthetic-3-94-3,LeafOrder-δI,0.7586206896551724,15031,7515.5,1.0,1.0,0.9411764705882353,1.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667
287,5-1662002195049,synthetic-3-94-3,LeafOrder-δI,0.8620689655172413,31640,7910.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0
288,9-1662010258606,synthetic-3-94-3,LeafOrder-δI,0.8793103448275862,27777,9259.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.0,0.0,1.0,0.125
289,0-1661933688574,synthetic-3-94-3,LeafOrder-δI,0.6551724137931034,31896,5316.0,0.5555555555555556,1.0,0.9411764705882353,1.0,0.8571428571428571,0.375,0.0,0.0,1.0,0.09090909090909091
290,11-1662013922332,synthetic-3-94-3,LeafOrder-δI,0.896551724137931,21431,7143.666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.14285714285714285
291,2-1661935567051,synthetic-3-94-3,LeafOrder-δI,0.7586206896551724,16411,8205.5,1.0,1.0,0.9411764705882353,1.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666667
292,6-1662003410816,synthetic-3-94-3,LeafOrder-δI,0.8620689655172413,15978,5326.0,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.1111111111111111
293,10-1662013153023,synthetic-3-94-3,LeafOrder-δI,0.8620689655172413,14014,4671.333333333333,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.1111111111111111
294,4-1662000612817,synthetic-3-94-3,LeafOrder-δI,0.8620689655172413,37393,12464.333333333334,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.1111111111111111
295,8-1662009390411,synthetic-3-94-3,LeafOrder-δI,0.8793103448275862,15912,5304.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.125
296,7-1662008650057,synthetic-3-94-3,LeafOrder-δI,0.7586206896551724,42652,14217.333333333334,0.7777777777777778,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.06666666666666667
297,12-1662090291751,synthetic-3-94-3,LeafOrder-δI,0.896551724137931,42290,8458.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364,0.0,0.0,1.0,0.3333333333333333
298,13-1662121289542,synthetic-3-94-3,LeafOrder-δI,0.8793103448275862,25827,8609.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.125
299,14-1662122943293,synthetic-3-94-3,LeafOrder-δI,0.8620689655172413,16575,5525.0,1.0,1.0,0.9411764705882353,1.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.1111111111111111
